Campaign	Station - Device Operation	Device Types	Device Types Code	Device	Device Code	Date/Time (Start)	Action (Start)	 (Start)	 (Start)	Depth (m) (Start)	Comment (Start)	Date/Time (End)	Action (End)	 (End)	 (End)	Depth (m) (End)	Comment (End)	Date/Time station start	 station start	 station start	Depth (m) station start	Comment station start	Date/Time profile start	 profile start	 profile start	Depth (m) profile start	Comment profile start	Date/Time max depth/on ground	 max depth/on ground	 max depth/on ground	Depth (m) max depth/on ground	Comment max depth/on ground	Date/Time station end	 station end	 station end	Depth (m) station end	Comment station end	Date/Time profile end	 profile end	 profile end	Depth (m) profile end	Comment profile end	Comment (Station)	Comment (Device Operation)
M161	M161_228-1	Positioning System,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Altimeter,Water Sampler,Fluorometer,Methane Sensor	POS,CTD,O2,ALTI,WS,FLU,METHAN	CTD	CTD	2020/02/17 20:38:20	in the water			4952	W2, clean ship	2020/02/17 21:11:55	on deck			4951												2020/02/17 20:55:04			4953	SLmax = 800m												
M161	M161_229-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Oxygen Sensor,Methane Sensor,Positioning System,Altimeter	CTD,FLU,WS,O2,METHAN,POS,ALTI	CTD	CTD	2020/02/17 23:28:37	in the water			4738	W2, clean ship	2020/02/18 00:01:50	on deck			4736												2020/02/17 23:46:55			4736	SLmax = 800m												
M161	M161_230-1	Altimeter,Methane Sensor,Positioning System,Water Sampler,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors	ALTI,METHAN,POS,WS,FLU,O2,CTD	CTD	CTD	2020/02/18 02:08:36	in the water			4462	W2, clean ship	2020/02/18 02:40:33	on deck			4457												2020/02/18 02:24:52			4459	SLmax = 800m												
M161	M161_231-1	Conductivity-Temperature-Depth Sensors,Altimeter,Positioning System,Fluorometer,Water Sampler,Methane Sensor,Oxygen Sensor	CTD,ALTI,POS,FLU,WS,METHAN,O2	CTD	CTD	2020/02/18 05:02:32	in the water			4494	W2, clean ship	2020/02/18 05:40:33	on deck			4493												2020/02/18 05:21:33			4493	SLmax = 800m												
M161	M161_232-1	Fluorometer,Methane Sensor,Altimeter,Oxygen Sensor,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors	FLU,METHAN,ALTI,O2,POS,WS,CTD	CTD	CTD	2020/02/18 07:51:13	in the water			4472	W2, clean ship	2020/02/18 08:25:42	on deck			4472												2020/02/18 08:09:09			4472	SLmax = 800m												
M161	M161_233-1	Altimeter,Oxygen Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer,Methane Sensor	ALTI,O2,POS,CTD,WS,FLU,METHAN	CTD	CTD	2020/02/18 10:41:00	in the water			4492	W2, clean ship	2020/02/18 11:15:48	on deck			4493												2020/02/18 10:58:35			4493	SLmax = 800m 												
M161	M161_234-1	Conductivity-Temperature-Depth Sensors,Water Sampler,Altimeter,Positioning System,Methane Sensor,Oxygen Sensor,Fluorometer	CTD,WS,ALTI,POS,METHAN,O2,FLU	CTD	CTD	2020/02/18 13:41:06	in the water			4458	W2, clean ship	2020/02/18 14:23:04	on deck			4460												2020/02/18 14:02:30			4458	SLmax = 800m												
M161	M161_235-1	Oxygen Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Altimeter,Fluorometer,Methane Sensor,Positioning System	O2,WS,CTD,ALTI,FLU,METHAN,POS	CTD	CTD	2020/02/18 16:56:28	in the water			4740	W2, clean ship	2020/02/18 17:34:05	on deck			4739												2020/02/18 17:15:47			4741	SLmax = 800m												
M161	M161_236-1	Altimeter,Positioning System,Methane Sensor,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer	ALTI,POS,METHAN,O2,CTD,WS,FLU	CTD	CTD	2020/02/18 20:45:41	in the water			4953	W2, clean ship	2020/02/18 21:19:41	on deck			4952												2020/02/18 21:02:57			4952	SLmax = 800m												
M161	M161_237-1	Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Positioning System,Altimeter,Fluorometer,Methane Sensor,Water Sampler	CTD,O2,POS,ALTI,FLU,METHAN,WS	CTD	CTD	2020/02/20 15:15:01	in the water			4829	W2, clean ship	2020/02/20 16:10:29	on deck			4825												2020/02/20 15:33:32			4842	SLmax = 800m												
M161	M161_238-1	Oxygen Sensor,Fluorometer,Water Sampler,Methane Sensor,Positioning System,Altimeter,Conductivity-Temperature-Depth Sensors	O2,FLU,WS,METHAN,POS,ALTI,CTD	CTD	CTD	2020/02/20 16:51:20	in the water			4828	W2, clean ship	2020/02/20 17:16:26	on deck			4829												2020/02/20 17:00:53			4829	SLmax = 250m												
M161	M161_239-1	Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Water Sampler,Methane Sensor,Oxygen Sensor,Positioning System	ALTI,FLU,CTD,WS,METHAN,O2,POS	CTD	CTD	2020/02/21 12:14:23	in the water			5510	W2, clean ship	2020/02/21 13:43:44	on deck			5501												2020/02/21 12:57:33			5503	SLmax = 200m												
M161	M161_240-1	Float	FLOAT	Floater	FLOAT	2020/02/21 13:53:55	in the water			5505		2020/02/21 13:53:55	in the water			5505																												
M161	M161_241-1	Positioning System,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Altimeter	POS,FLU,O2,CTD,METHAN,WS,ALTI	CTD	CTD	2020/02/21 20:10:47	in the water			5332	W2, clean ship	2020/02/21 20:36:38	on deck			5309												2020/02/21 20:24:28			5325	SLmax = 500m												
M161	M161_242-1	Altimeter,Oxygen Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Methane Sensor,Positioning System,Fluorometer	ALTI,O2,WS,CTD,METHAN,POS,FLU	CTD	CTD	2020/02/23 14:04:47	in the water			5300	W2, clean ship	2020/02/23 14:30:45	on deck			5323												2020/02/23 14:18:16			5383	SLmax = 500m												
M161	M161_243-1	Methane Sensor,Fluorometer,Water Sampler,Positioning System,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Altimeter	METHAN,FLU,WS,POS,O2,CTD,ALTI	CTD	CTD	2020/02/23 17:00:56	in the water			4547	W2, clean ship	2020/02/23 17:25:15	on deck			4538												2020/02/23 17:13:05			4548	SLmax = 500m												
M161	M161_244-1	Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer,Methane Sensor,Altimeter,Oxygen Sensor	WS,CTD,POS,FLU,METHAN,ALTI,O2	CTD	CTD	2020/02/23 19:53:35	in the water			5098	W2, clean ship	2020/02/23 20:18:24	on deck			5120												2020/02/23 20:06:00			5080	SL max = 500m												
M161	M161_245-1	Water Sampler,Oxygen Sensor,Methane Sensor,Altimeter,Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer	WS,O2,METHAN,ALTI,POS,CTD,FLU	CTD	CTD	2020/02/24 15:17:37	in the water			4249	W2, clean ship	2020/02/24 16:20:39	on deck			4249												2020/02/24 15:40:50			4253	SLmax = 1000m												
M161	M161_246-1	Altimeter,Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Fluorometer,Positioning System	ALTI,METHAN,WS,CTD,O2,FLU,POS	CTD	CTD	2020/02/25 13:04:44	in the water			3299	W2, clean ship	2020/02/25 13:52:05	on deck			3302												2020/02/25 13:30:03			3301	SLmax = 1000m												
M161	M161_247-1	Positioning System,Altimeter,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Methane Sensor,Water Sampler	POS,ALTI,O2,CTD,FLU,METHAN,WS	CTD	CTD	2020/02/25 16:58:35	in the water			2924	W2, clean ship	2020/02/25 17:24:06	on deck			2909												2020/02/25 17:11:43			2910	SLmax = 500m												
M161	M161_248-1	Methane Sensor,Fluorometer,Positioning System,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Water Sampler,Altimeter	METHAN,FLU,POS,CTD,O2,WS,ALTI	CTD	CTD	2020/02/25 19:56:51	in the water			2873	W2, clean ship	2020/02/25 20:19:37	on deck			3039												2020/02/25 20:08:39			2880	SLmax = 500m												
M161	M161_249-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Methane Sensor,Altimeter,Positioning System,Water Sampler,Oxygen Sensor	CTD,FLU,METHAN,ALTI,POS,WS,O2	CTD	CTD	2020/02/26 11:36:12	in the water			2760	W2, clean ship	2020/02/26 12:03:25	on deck			2760												2020/02/26 11:49:27			2760	SLmax = 500m												
M161	M161_250-1	Fluorometer,Water Sampler,Altimeter,Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor,Oxygen Sensor	FLU,WS,ALTI,CTD,POS,METHAN,O2	CTD	CTD	2020/02/26 15:10:57	in the water			3989	W2, clean ship	2020/02/26 16:29:50	on deck			3989												2020/02/26 15:49:55			3989	SLmax = 2000m												
M161	M161_251-1	Float	FLOAT	Floater	FLOAT	2020/02/26 16:38:13	in the water			4002		2020/02/26 16:38:13	in the water			4002																												
M161	M161_252-1	Methane Sensor,Water Sampler,Fluorometer,Positioning System,Altimeter,Conductivity-Temperature-Depth Sensors,Oxygen Sensor	METHAN,WS,FLU,POS,ALTI,CTD,O2	CTD	CTD	2020/02/26 18:56:00	in the water			2471	W2, clean ship	2020/02/26 19:20:00	on deck			2493												2020/02/26 19:08:34			2493	SLmax = 500m												
M161	M161_253-1	Oxygen Sensor,Methane Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer,Altimeter,Positioning System	O2,METHAN,CTD,WS,FLU,ALTI,POS	CTD	CTD	2020/02/27 10:02:19	in the water			3562	W2, clean ship	2020/02/27 10:52:27	on deck			3564												2020/02/27 10:19:18			3562	SLmax = 600m												
M161	M161_254-1	Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System,Methane Sensor,Altimeter,Oxygen Sensor,Fluorometer	CTD,WS,POS,METHAN,ALTI,O2,FLU	CTD	CTD	2020/02/27 12:55:48	in the water			3515	W2, clean ship	2020/02/27 14:19:12	on deck			3515																												
M161	M161_255-1	Float	FLOAT	Floater	FLOAT	2020/02/27 14:26:55	in the water			3516		2020/02/27 14:26:55	in the water			3516																												
M161	M161_256-1	Fluorometer,Altimeter,Oxygen Sensor,Water Sampler,Positioning System,Methane Sensor,Conductivity-Temperature-Depth Sensors	FLU,ALTI,O2,WS,POS,METHAN,CTD	CTD	CTD	2020/02/27 17:59:03	in the water			2952	W2, clean ship	2020/02/27 18:22:31	on deck			2949												2020/02/27 18:10:59			2950	SL max = 500m												
M161	M161_257-1	Positioning System,Methane Sensor,Altimeter,Water Sampler,Oxygen Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors	POS,METHAN,ALTI,WS,O2,FLU,CTD	CTD	CTD	2020/02/28 07:30:35	in the water			2763	W2, clean ship	2020/02/28 08:45:57	on deck			2762												2020/02/28 08:09:43			2762	SL max = 2000m												
M161	M161_258-1	Float	FLOAT	Floater	FLOAT	2020/02/28 08:52:57	in the water			2763		2020/02/28 08:52:57	in the water			2763																												
M161	M161_259-1	Positioning System,Altimeter,Oxygen Sensor,Water Sampler,Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors	POS,ALTI,O2,WS,FLU,METHAN,CTD	CTD	CTD	2020/02/28 14:59:10	in the water			3285	W2, clean ship	2020/02/28 15:22:46	on deck			3285												2020/02/28 15:11:00			3286	SLmax = 500m												
M161	M161_260-1	Oxygen Sensor,Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer,Positioning System,Water Sampler,Methane Sensor	O2,ALTI,CTD,FLU,POS,WS,METHAN	CTD	CTD	2020/02/28 20:31:58	in the water			2972	W2, clean ship	2020/02/28 21:12:21	on deck			2971												2020/02/28 20:52:35			2971	SL max = 1000m												
M161	M161_261-1	Methane Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System,Altimeter,Oxygen Sensor	METHAN,FLU,CTD,WS,POS,ALTI,O2	CTD	CTD	2020/02/29 07:25:13	in the water			2760	W2, clean ship	2020/02/29 08:06:21	on deck			2761												2020/02/29 07:46:04			2762	SL max = 1000m												
M161	M161_262-1	Oxygen Sensor,Methane Sensor,Water Sampler,Altimeter,Positioning System,Fluorometer,Conductivity-Temperature-Depth Sensors	O2,METHAN,WS,ALTI,POS,FLU,CTD	CTD	CTD	2020/02/29 12:03:14	in the water			3165	W2, clean ship	2020/02/29 12:30:59	on deck			3166												2020/02/29 12:16:46			3167	SLmax = 500m												
M161	M161_263-1	Water Sampler,Oxygen Sensor,Positioning System,Methane Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors,Altimeter	WS,O2,POS,METHAN,FLU,CTD,ALTI	CTD	CTD	2020/02/29 14:56:02	in the water			3225	W2, clean ship	2020/02/29 15:25:31	on deck			3225												2020/02/29 15:08:49			3225	SLmax = 500m												
M161	M161_264-1	Water Sampler,Methane Sensor,Positioning System,Altimeter,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Fluorometer	WS,METHAN,POS,ALTI,CTD,O2,FLU	CTD	CTD	2020/02/29 18:54:41	in the water			3196	W2, clean ship	2020/02/29 19:36:05	on deck			3197												2020/02/29 19:16:00			3196	SL max = 1000m												
M161	M161_265-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Altimeter,Methane Sensor,Positioning System,Water Sampler	FLU,CTD,O2,ALTI,METHAN,POS,WS	CTD	CTD	2020/03/01 08:03:33	in the water			3607	W2, clean ship	2020/03/01 08:44:19	on deck			3373												2020/03/01 08:24:21			3363	SL max = 1000m												
